pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist,score_IRIS,score_NEO,score_ALEX,score_EVA,score_consensus
Kepler-208 c,Kepler-208,1,4,Transit,2014,7.466623,1.39,2.51,1141.0,6092.0,1.314,1.082,775.328,30.0,88.82623960332178,80.0,0.0,49.70655990083044
Kepler-316 c,Kepler-316,1,2,Transit,2014,6.827766,1.16,1.65,577.0,4204.0,0.52,0.587,384.938,30.0,91.78264788954449,56.06122366211373,16.261186246575345,48.52626444955839
Kepler-313 b,Kepler-313,1,2,Transit,2014,14.970418,2.53,6.94,883.0,5727.0,1.536,1.114,1079.39524871,0.0,97.0487476679825,80.0,0.0,44.262186916995624
Kepler-372 c,Kepler-372,1,3,Transit,2014,20.053763,2.09,5.02,755.0,6509.0,1.137,1.202,1493.95,0.0,97.72163234458931,64.69673497709914,0.0,40.60459183042211
Kepler-373 b,Kepler-373,1,2,Transit,2014,5.535309,1.36,2.42,1054.0,5787.0,0.845,0.981,1090.45,30.0,90.80307547111569,80.0,0.0,50.20076886777892
Kepler-151 c,Kepler-151,1,2,Transit,2014,24.674612,2.09,5.02,544.0,5460.0,0.83,0.87,649.919,0.0,92.7722705507225,54.810638886096605,0.0,36.89572735920478
Kepler-386 c,Kepler-386,1,2,Transit,2014,25.193458,1.58,3.12,513.0,5178.0,0.767,0.825,882.462,30.0,91.07449491594227,53.28502016149503,1.2331951780821875,43.89817756387987
Kepler-215 c,Kepler-215,1,4,Transit,2014,14.667108,1.77,3.78,675.0,5739.0,1.027,0.788,485.997,30.0,95.24846089721369,60.912932119511915,0.0,46.5403482541814
Kepler-404 b,Kepler-404,1,2,Transit,2014,11.829851,1.27,2.15,730.0,5654.0,0.884,0.86,812.524,30.0,95.58468322932562,63.20107167439752,2.8723165205479475,47.91451785606777
Kepler-317 b,Kepler-317,1,2,Transit,2014,5.524242,2.09,109.8,976.0,5497.0,0.941,0.865,940.584,0.0,93.24468803583395,80.0,0.0,43.311172008958486
Kepler-319 c,Kepler-319,1,3,Transit,2014,6.941357,2.63,7.41,876.0,5526.0,0.903,0.933,503.436,0.0,97.39375082876681,80.0,0.0,44.34843770719171
Kepler-375 c,Kepler-375,1,2,Transit,2014,19.986326,2.65,7.51,720.0,5826.0,0.837,0.891,1238.81,0.0,97.97162299634935,62.869279646904914,0.0,40.21022566081356
Kepler-356 c,Kepler-356,1,2,Transit,2014,13.121632,1.81,3.93,913.0,6133.0,1.335,1.163,707.559,30.0,94.97393262579415,80.0,0.0,51.243483156448534
Kepler-387 b,Kepler-387,1,2,Transit,2014,6.791636,1.03,1.08,994.0,5774.0,1.046,0.85,801.052,30.0,91.58121544073944,80.0,37.258216657534234,59.70985802456842
Kepler-388 b,Kepler-388,1,2,Transit,2014,3.173315,0.81,0.457,830.0,4498.0,0.586,0.635,425.0,30.0,94.9978384238204,80.0,18.2708204109589,55.81716470869482
Kepler-224 e,Kepler-224,1,4,Transit,2014,18.643577,1.97,4.54,517.0,5018.0,0.676,0.777,782.088,30.0,91.92223910876245,53.54392465497949,0.0,43.86654094093549
Kepler-226 d,Kepler-226,1,3,Transit,2014,8.109044,1.22,1.98,800.0,5571.0,0.802,0.904,980.138,30.0,96.48980464660566,66.3493035732674,4.666496767123288,49.37640124674909
Kepler-348 b,Kepler-348,1,2,Transit,2014,7.05677,1.52,2.92,1196.0,6177.0,1.359,1.189,570.783,30.0,87.7844314364464,80.0,0.0,49.4461078591116
Kepler-338 b,Kepler-338,1,4,Transit,2014,13.726976,2.44,30.6,1005.0,5923.0,1.735,1.105,552.798,0.0,93.89603656165075,80.0,0.0,43.47400914041269
Kepler-376 c,Kepler-376,1,2,Transit,2014,14.172327,1.79,3.86,873.0,5900.0,1.175,0.968,923.067,30.0,95.87290308362357,80.0,0.0,51.46822577090589
Kepler-377 c,Kepler-377,1,2,Transit,2014,27.014976,2.06,4.9,677.0,5949.0,1.224,1.043,823.804,0.0,95.82529260651326,61.04308732539774,0.0,39.21709498297775
Kepler-389 b,Kepler-389,1,2,Transit,2014,3.244107,1.51,2.89,1047.0,5376.0,0.792,0.765,816.559,30.0,91.24765538917795,80.0,0.0,50.31191384729449
Kepler-118 b,Kepler-118,1,2,Transit,2014,7.518496,1.96,4.5,784.0,5274.0,1.094,0.811,574.228,30.0,98.15311418363562,66.05122745049327,0.0,48.55108540853223
Kepler-123 c,Kepler-123,1,2,Transit,2014,26.695074,1.48,2.79,706.0,6089.0,1.264,1.079,1021.66,30.0,95.40121691265199,62.238508526193876,0.0,46.909931359711464
Kepler-243 c,Kepler-243,1,2,Transit,2014,20.026218,1.99,4.62,559.0,5228.0,0.842,0.904,693.86,30.0,92.94136066001639,55.51279663042868,0.0,44.61353932261127
Kepler-379 c,Kepler-379,1,2,Transit,2014,62.784697,2.29,5.86,530.0,6054.0,1.306,1.125,731.274,0.0,92.75678384611975,54.13527769277944,0.0,36.723015384724796
Kepler-112 c,Kepler-112,1,2,Transit,2014,28.574263,2.4,6.35,538.0,5544.0,0.841,0.782,513.206,0.0,93.21630873331678,54.48713742039274,0.0,36.925861538427384
Kepler-137 c,Kepler-137,1,2,Transit,2014,18.735753,1.88,4.19,568.0,5187.0,0.802,0.85,302.979,30.0,92.94487587067299,55.925167328293824,0.0,44.7175107997417
Kepler-390 b,Kepler-390,2,2,Transit,2014,6.738088,0.82,0.477,786.0,5166.0,0.776,0.787,435.277,30.0,96.0301319784279,65.20950478565305,19.46381545205479,52.67586305403394
Kepler-351 c,Kepler-351,1,3,Transit,2014,57.24809,3.19,11.1,431.0,5643.0,0.854,0.81,1083.91,0.0,91.01491981393687,49.138455837345134,0.0,35.0383439128205
Kepler-327 b,Kepler-327,1,3,Transit,2014,2.549575,1.11,1.41,682.0,3799.0,0.492,0.591913,241.987,30.0,94.13802371509667,60.861965196099035,24.609554109589048,52.40238575519619
Kepler-114 b,Kepler-114,1,3,Transit,2014,5.188549,1.26,1.09,586.0,4605.0,0.667,0.77,259.533,30.0,92.17302605340366,56.54093147255138,29.926456082191784,52.160103402036704
Kepler-358 c,Kepler-358,1,2,Transit,2014,83.488369,2.85,8.5,411.0,5908.0,0.954,0.94,1101.1,0.0,91.0032923067529,48.39784285324919,4.049557726027398,35.862673221507364
Kepler-169 c,Kepler-169,1,5,Transit,2014,6.195469,1.21,1.92,776.0,4997.0,0.763,0.825,406.529,30.0,96.53735433079223,65.24962221360079,6.609216630136995,49.5990482936325
Kepler-236 b,Kepler-236,1,2,Transit,2014,8.295611,1.57,3.09,469.0,3750.0,0.51,0.596005,288.763,30.0,90.03608977849359,51.225584764238505,4.72766437442921,43.99733472929033
Kepler-141 c,Kepler-141,1,2,Transit,2014,7.010606,1.41,2.57,738.0,4910.0,0.787,0.878,301.183,30.0,96.02894674287205,63.6765045001858,0.0,47.42636281076446
Kepler-321 c,Kepler-321,1,2,Transit,2014,13.093921,2.32,5.99,752.0,5740.0,1.194,1.024,384.542,0.0,98.10048236579246,64.5149808384792,0.0,40.653865801067916
Kepler-349 b,Kepler-349,1,2,Transit,2014,5.929778,1.9,94.5,972.0,5956.0,0.927,1.083,940.724,0.0,93.1108008609681,80.0,0.0,43.27770021524202
Kepler-353 c,Kepler-353,2,2,Transit,2014,8.410894,1.38,2.48,472.0,3903.0,0.504,0.553,384.694,30.0,89.74565424617538,51.297984236067734,10.124639689497734,45.29206954293522
Kepler-359 c,Kepler-359,1,3,Transit,2014,57.68802,4.3,2.9,512.0,6248.0,1.086,0.827,1443.21,0.0,90.76552716968743,51.66837444212881,0.0,35.608475402954056
Kepler-173 b,Kepler-173,1,2,Transit,2014,4.263742,1.29,2.21,1179.0,6031.0,0.949,1.067,833.165,30.0,87.74081173965344,80.0,1.6504445479451988,49.84781407189966
Kepler-180 b,Kepler-180,1,2,Transit,2014,13.817124,1.5,2.86,781.0,5731.0,1.063,0.95,695.65,30.0,97.21890408759474,65.72611025301919,0.0,48.23625358515348
Kepler-244 d,Kepler-244,1,3,Transit,2014,20.050401,2.31,15.2,622.0,5554.0,0.803,0.933,1036.49,0.0,95.03401446194324,58.43994281072912,0.0,38.36848931816809
Kepler-254 c,Kepler-254,1,3,Transit,2014,12.412183,2.15,3.2,787.0,5957.0,0.91,0.849,1389.48,0.0,98.55380899759606,66.18914196516008,0.0,41.185737740689035
Kepler-330 c,Kepler-330,1,2,Transit,2014,15.955387,1.95,4.46,573.0,5117.0,0.722,0.848,717.527,30.0,93.20034710630294,56.16638725213978,0.0,44.84168358961068
Kepler-360 b,Kepler-360,1,2,Transit,2014,3.289672,1.65,3.36,1116.0,6053.0,1.058,0.994,876.044,30.0,89.89806399243224,80.0,0.0,49.97451599810806
Kepler-49 e,Kepler-49,1,4,Transit,2014,18.596108,1.56,1.03815,371.0,4252.0,0.559,0.549,311.222,30.0,87.70646279240385,46.64003758907767,44.938113899543396,52.32115357025623
Kepler-140 b,Kepler-140,1,2,Transit,2014,3.25427,1.61,3.22,1301.0,6077.0,1.288,1.044,583.859,30.0,85.4897928089945,80.0,0.0,48.87244820224862
Kepler-122 d,Kepler-122,1,5,Transit,2014,21.587475,2.2,5.48,747.0,6050.0,1.216,0.982,1027.45,0.0,97.74134248860284,64.31001405652752,0.0,40.512839136282594
Kepler-268 c,Kepler-268,1,2,Transit,2014,83.446393,3.38,11.4,471.0,6081.0,1.274,1.109,851.87,0.0,91.54572196766105,50.84441399127564,0.0,35.597533989734174
Kepler-171 c,Kepler-171,1,3,Transit,2014,11.463462,2.56,7.08,752.0,5642.0,0.839,0.978,863.855,0.0,98.55605311674181,64.40750786937606,0.0,40.74089024652947
Kepler-133 c,Kepler-133,1,2,Transit,2014,31.517586,2.84,8.45,663.0,5736.0,1.425,1.02,653.6,0.0,96.9795688499517,60.10531315314458,0.0,39.27122050077407
Kepler-185 b,Kepler-185,1,2,Transit,2014,1.6329,1.17,1.71,1237.0,5208.0,0.806,0.763,466.735,30.0,86.14896300962525,80.0,13.734210958904118,52.470793492132344
Kepler-346 b,Kepler-346,1,2,Transit,2014,6.511127,2.66,7.56,1008.0,6033.0,1.021,0.943,984.105,0.0,94.35936570810367,80.0,0.0,43.58984142702592
Kepler-281 b,Kepler-281,1,3,Transit,2014,14.646008,2.82,324.0,694.0,5723.0,0.899,0.95,1745.45,0.0,95.11117463526631,60.10635240365053,0.0,38.80438175972921
Kepler-288 b,Kepler-288,1,3,Transit,2014,6.097326,1.67,3.43,1197.0,5918.0,1.091,0.842,1194.15,30.0,88.04442710454848,80.0,0.0,49.51110677613712
Kepler-394 b,Kepler-394,1,3,Transit,2014,8.005013,1.6,3.19,1035.0,6402.0,1.132,0.87,1058.72,30.0,91.70834471407139,80.0,0.0,50.42708617851785
Kepler-189 b,Kepler-189,1,2,Transit,2014,10.399931,1.21,1.92,678.0,5235.0,0.75,0.803,591.534,30.0,94.25012825289114,60.760873488004506,6.954788849315076,47.99144764755268
Kepler-148 b,Kepler-148,1,3,Transit,2014,1.729366,1.8,3.89,1284.0,5272.0,0.851,0.86,791.163,30.0,86.24650787779542,80.0,0.0,49.06162696944885
Kepler-178 c,Kepler-178,1,3,Transit,2014,20.552802,2.88,8.65,656.0,5676.0,1.066,0.852,716.025,0.0,96.9121315968897,59.7533396195138,0.0,39.16636780410087
Kepler-342 b,Kepler-342,1,4,Transit,2014,15.170318,2.25,5.69,905.0,6175.0,1.472,1.213,781.611,0.0,95.998440159882,80.0,0.0,43.9996100399705
Kepler-334 c,Kepler-334,1,3,Transit,2014,12.758005,1.43,2.63,822.0,5828.0,1.068,1.022,426.59,30.0,96.38175522653304,80.0,0.0,51.59543880663326
Kepler-291 c,Kepler-291,1,2,Transit,2014,5.700786,1.88,4.19,1035.0,6002.0,1.016,1.023,1786.48,30.0,92.23684979429284,80.0,0.0,50.559212448573206
Kepler-298 c,Kepler-298,1,3,Transit,2014,22.92881,1.93,4.38,416.0,4465.0,0.582,0.66,518.204,30.0,89.4731078973777,48.8092443689267,0.6512263926940705,42.23339466474962
Kepler-190 c,Kepler-190,1,2,Transit,2014,3.763024,1.46,2.73,948.0,5106.0,0.795,0.834,433.387,30.0,93.4719055865929,80.0,0.0,50.867976396648224
Kepler-191 c,Kepler-191,1,3,Transit,2014,17.738506,1.86,4.12,596.0,5282.0,0.789,0.857,594.464,30.0,93.56432320409203,57.23374821909245,0.0,45.19951785579612
Kepler-207 c,Kepler-207,1,3,Transit,2014,3.071571,1.5,2.86,1556.0,5920.0,1.588,1.313,875.519,30.0,79.3091469165187,80.0,0.0,47.327286729129675
Kepler-224 b,Kepler-224,1,4,Transit,2014,3.132924,1.39,2.51,937.0,5018.0,0.676,0.777,782.088,30.0,93.59542581825609,80.0,0.0,50.898856454564026
Kepler-337 c,Kepler-337,1,2,Transit,2014,9.693201,2.05,4.86,1017.0,5684.0,1.761,1.081,677.975,0.0,92.98954469336857,80.0,0.0,43.24738617334214
Kepler-299 d,Kepler-299,1,4,Transit,2014,15.054786,1.86,4.12,729.0,5617.0,1.032,1.004,1052.24,30.0,96.68364744586034,63.46018675777515,0.0,47.53595855090887
Kepler-303 c,Kepler-303,1,2,Transit,2014,7.061149,1.14,1.55,521.0,3944.0,0.485,0.575,209.738,30.0,90.43343611276266,53.454385939484865,25.609535077625573,49.87433928246828
Kepler-137 b,Kepler-137,1,2,Transit,2014,8.436387,1.47,2.76,742.0,5187.0,0.802,0.85,302.979,30.0,96.23914809336682,63.90171954988463,0.0,47.53521691081286
Kepler-228 b,Kepler-228,1,3,Transit,2014,2.566546,1.53,2.96,1360.0,6043.0,1.014,1.006,1644.61,30.0,83.95496289319696,80.0,0.0,48.488740723299244
Kepler-238 c,Kepler-238,1,5,Transit,2014,6.155557,2.39,152.522,1146.0,5751.0,1.43,1.229,1798.75,0.0,89.47068997342669,80.0,0.0,42.36767249335667
Kepler-324 c,Kepler-324,1,4,Transit,2014,51.805612,3.15,6.2,410.0,5194.0,0.84,0.901,501.574,0.0,90.56877988076371,48.19035968620992,1.549662173515987,35.07720043512241
Kepler-188 b,Kepler-188,1,2,Transit,2014,2.061897,1.68,3.46,1463.0,6021.0,1.141,1.021,968.544,30.0,81.82717385800032,80.0,0.0,47.95679346450008
Kepler-126 b,Kepler-126,1,3,Transit,2014,10.495711,1.52,4.11726105,1009.0,6239.0,1.358,1.108,237.401,30.0,92.17961986986454,80.0,0.0,50.54490496746614
Kepler-136 c,Kepler-136,2,2,Transit,2014,16.399235,1.99,4.62,847.0,6165.0,1.355,1.204,420.818,30.0,96.85857308388738,80.0,0.0,51.71464327097185
Kepler-198 c,Kepler-198,1,3,Transit,2014,49.567416,2.47,6.66,465.0,5574.0,0.94,0.995,495.358,0.0,91.60243165528047,51.054936220676794,0.0,35.66434196898932
Kepler-398 b,Kepler-398,1,3,Transit,2014,4.081423,0.93,0.749,755.0,4493.0,0.613,0.649,177.355,30.0,95.5076470447286,63.98452432891154,30.705459424657533,55.04940769957442
Kepler-244 c,Kepler-244,1,3,Transit,2014,9.767292,2.05,4.86,791.0,5554.0,0.803,0.933,1036.49,0.0,98.28190578677908,66.38428747309197,0.0,41.16654831496776
Kepler-247 b,Kepler-247,1,3,Transit,2014,3.33616,1.64,3.33,970.0,5100.0,0.768,0.887,663.711,30.0,93.29804347065067,80.0,0.0,50.82451086766267
Kepler-301 d,Kepler-301,1,3,Transit,2014,13.751243,1.75,3.71,725.0,5815.0,0.9,1.022,719.166,30.0,96.38293297992823,63.244369116083476,0.0,47.406825524002926
Kepler-301 c,Kepler-301,1,3,Transit,2014,5.419026,1.35,2.39,989.0,5815.0,0.9,1.022,719.166,30.0,92.30598796365538,80.0,0.0,50.576496990913846
Kepler-342 d,Kepler-342,1,4,Transit,2014,39.459357,2.49,6.76,658.0,6175.0,1.472,1.213,781.611,0.0,96.17853805903437,60.06597882784571,0.0,39.06112922172002
Kepler-191 b,Kepler-191,1,3,Transit,2014,9.939632,1.34,2.36,722.0,5282.0,0.789,0.857,594.464,30.0,95.52675478621217,62.88751458154559,0.616956054794521,47.25780635563807
Kepler-194 d,Kepler-194,1,3,Transit,2014,52.814973,2.4,6.35,562.0,6089.0,1.025,0.94,1097.97,0.0,93.73430588481887,55.609742934089205,0.0,37.33601220472702
Kepler-208 e,Kepler-208,1,4,Transit,2014,16.259458,1.48,2.79,880.0,6092.0,1.314,1.082,775.328,30.0,95.1157427474326,80.0,0.0,51.27893568685815
Kepler-344 c,Kepler-344,1,2,Transit,2014,125.596809,2.95,9.01,360.0,5774.0,0.976,0.931,1002.94,0.0,89.66192355984242,45.976177410407466,12.823025397260274,37.11528159187754
Kepler-304 d,Kepler-304,1,4,Transit,2014,9.653471,2.75,8.0,611.0,4731.0,0.687,0.737,434.684,0.0,95.61445905311028,57.753257171759735,0.0,38.3419290562175
Kepler-304 c,Kepler-304,1,4,Transit,2014,5.315946,2.17,5.35,746.0,4731.0,0.687,0.737,434.684,0.0,97.65962181223546,64.2678018959588,0.0,40.481855927048564
Kepler-81 d,Kepler-81,1,3,Transit,2014,20.837846,1.21,1.92,418.0,4500.0,0.595,0.648,348.291,30.0,88.15489641097605,48.70578941909513,24.271033004566217,47.78292970865935
Kepler-197 e,Kepler-197,2,4,Transit,2014,25.209715,0.91,0.693,691.0,6004.0,1.12,0.857,330.575,30.0,93.96774738836427,61.07746041772209,30.162031369863012,53.80180979398734
Kepler-200 c,Kepler-200,1,2,Transit,2014,10.222157,1.59,3.15,806.0,5678.0,0.944,0.972,665.912,30.0,97.05578702684775,66.9421626797631,0.0,48.49948742665271
Kepler-346 c,Kepler-346,1,2,Transit,2014,23.851549,3.07,9.64,654.0,6033.0,1.021,0.943,984.105,0.0,96.51174866464001,59.50753161499692,0.0,39.00482006990923
Kepler-350 b,Kepler-350,1,3,Transit,2014,11.189562,1.85,16.9,1037.0,6186.0,1.534,1.19,956.859,0.0,92.15138463135372,80.0,0.0,43.03784615783843
Kepler-306 e,Kepler-306,1,4,Transit,2014,44.840975,2.27,5.77,390.0,4954.0,0.719,0.75,775.679,0.0,89.47278641512683,47.58161920647012,3.060559589041098,35.02874130265952
Kepler-84 e,Kepler-84,1,5,Transit,2014,27.434389,2.6,7.27,672.0,6031.0,1.169,1.06,1023.9,0.0,96.73845333167563,60.66868537666154,0.0,39.3517846770843
Kepler-265 e,Kepler-265,1,4,Transit,2014,67.831024,2.59,7.22,476.0,5835.0,1.103,0.97,1280.25,0.0,92.05625062359013,51.53327760891376,0.0,35.89738205812597
Kepler-217 c,Kepler-217,1,3,Transit,2014,8.586004,1.85,4.08,1208.0,6171.0,1.799,1.342,1104.64,30.0,88.13386116199308,80.0,0.0,49.53346529049827
Kepler-220 d,Kepler-220,1,4,Transit,2014,28.122397,0.98,0.904,401.0,4632.0,0.666,0.729,171.109,30.0,87.30439622997255,47.792410442964474,57.06059655707764,55.539350807503666
Kepler-351 b,Kepler-351,1,3,Transit,2014,37.054919,3.06,4.8,498.0,5643.0,0.854,0.81,1083.91,0.0,92.81312363689595,52.323888683070386,0.0,36.284253079991586
Kepler-352 b,Kepler-352,1,3,Transit,2014,10.05537,0.86,0.566,694.0,5212.0,0.781,0.798,252.733,30.0,93.957446273628,61.158243578780905,23.606468767123282,52.18053965488305
Kepler-84 d,Kepler-84,1,5,Transit,2014,4.224537,1.38,2.48,1254.0,6031.0,1.169,1.06,1023.9,30.0,86.15526331896017,80.0,0.0,49.038815829740045
Kepler-310 d,Kepler-310,1,3,Transit,2014,92.876125,2.47,7.0,353.0,5797.0,0.876,0.854,602.268,0.0,88.90394175962419,45.81513673938746,10.862820776255713,36.395474818816844
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.220524,1.01,1.01,817.0,5602.0,0.904,0.86,1337.61,30.0,95.69238476442675,80.0,40.15785128767124,61.462559013024496
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.638723,1.2,1.87,717.0,5602.0,0.904,0.86,1337.61,30.0,95.15012499273567,62.54504476142244,9.020990931506848,49.17904017141624
Kepler-220 e,Kepler-220,1,4,Transit,2014,45.902733,1.33,2.33,341.0,4632.0,0.666,0.729,171.109,67.2,86.53442740533015,45.16624441185993,28.351994036529682,56.813166463429944
Kepler-154 c,Kepler-154,1,5,Transit,2014,62.303276,2.95,9.01,454.0,5690.0,1.001,0.933,915.212,0.0,91.97802508313374,50.34927990766765,0.0,35.58182624770035
Kepler-353 b,Kepler-353,2,2,Transit,2014,5.795278,0.89,0.64,534.0,3903.0,0.504,0.553,384.694,30.0,90.25980048265903,53.87991410926095,30.751324219178088,51.22275970277452
Kepler-85 e,Kepler-85,1,4,Transit,2014,25.216751,1.27,0.6,559.0,5436.0,0.893,0.947,765.025,30.0,91.55009361920038,55.293420858501335,23.743443004566203,50.146739370566976
Kepler-55 e,Kepler-55,1,5,Transit,2014,4.617534,1.55,3.02,728.0,4503.0,0.619,0.631,578.796,30.0,96.05636026166938,63.29907779853696,0.0,47.33885951505159
Kepler-310 b,Kepler-310,1,3,Transit,2014,13.930698,1.19,1.81,665.0,5797.0,0.876,0.854,602.268,30.0,93.91304789062009,60.14658531917907,11.144988876712329,48.80115552162787
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.221289,1.77,3.78,539.0,5580.0,0.863,0.83,1226.85,30.0,92.03733493924882,54.54956987086439,0.0,44.1467262025283
Kepler-368 c,Kepler-368,1,2,Transit,2014,72.379334,3.88,14.3,575.0,5502.0,2.019,1.165,770.978,0.0,93.04065868753803,55.03742344292231,0.0,37.01952053261508
Kepler-356 b,Kepler-356,1,2,Transit,2014,4.612696,1.57,3.09,1294.0,6133.0,1.335,1.163,707.559,30.0,85.58018637884318,80.0,0.0,48.89504659471079
Kepler-354 d,Kepler-354,1,3,Transit,2014,24.209842,1.24,2.07,451.0,4648.0,0.674,0.652,554.064,30.0,88.97896423208257,50.2565070565758,17.810683360730582,46.76153866234724
Kepler-313 c,Kepler-313,1,2,Transit,2014,32.273273,2.57,7.13,683.0,5727.0,1.536,1.114,1079.39524871,0.0,96.92990693410336,61.1954673878041,0.0,39.531343580476864
Kepler-142 b,Kepler-142,1,3,Transit,2014,2.024152,1.99,4.62,1597.0,5790.0,1.269,0.978,548.686,30.0,79.279439203743,80.0,0.0,47.319859800935745
Kepler-58 d,Kepler-58,1,4,Transit,2014,40.101371,2.94,245.343,583.0,6099.0,1.127,1.024,969.252,0.0,93.12126027656313,55.70135602080086,0.0,37.205654074341
Kepler-299 e,Kepler-299,1,4,Transit,2014,38.285489,1.87,4.16,534.0,5617.0,1.032,1.004,1052.24,40.0,92.09423052184795,54.33145691748474,0.0,46.606421859833176
Kepler-372 b,Kepler-372,1,3,Transit,2014,6.849692,1.36,2.42,1081.0,6509.0,1.137,1.202,1493.95,30.0,90.17320458654963,80.0,0.0,50.043301146637404
Kepler-378 c,Kepler-378,1,2,Transit,2014,28.906009,0.7,0.271,414.0,4661.0,0.671,0.78,152.094,30.0,87.07776408622728,48.20516504326838,28.380836356164377,48.415941371415
Kepler-357 c,Kepler-357,1,3,Transit,2014,16.85837,2.67,7.61,576.0,5036.0,0.834,0.794,688.573,0.0,94.64355095760276,56.166295795791484,0.0,37.70246168834856
Kepler-308 c,Kepler-308,1,2,Transit,2014,15.38231,2.16,5.31,714.0,5895.0,0.941,0.92,1335.92,0.0,96.90352469613006,62.77042875799057,0.0,39.91848836353016
Kepler-124 b,Kepler-124,1,3,Transit,2014,3.410493,0.73,0.315,892.0,4984.0,0.636,0.706,420.046,30.0,93.39542037008515,80.0,11.630314493150678,53.75643371580896
Kepler-235 b,Kepler-235,1,4,Transit,2014,3.340222,2.23,5.6,731.0,4255.0,0.554,0.581,428.018,0.0,97.41922607808269,63.55558237689054,0.0,40.24370211374331
Kepler-392 c,Kepler-392,1,2,Transit,2014,10.423118,1.1,1.37,901.0,5938.0,1.129,0.874,681.428,30.0,93.89908857377561,80.0,26.756694630136984,57.66394580097815
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,2.1,5.06,860.0,6053.0,1.058,0.994,876.044,0.0,96.75675345793942,80.0,0.0,44.189188364484856
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,1.16,1.65,1347.0,5593.0,1.485,1.226,762.596,30.0,83.5574712496517,80.0,15.997087780821921,52.38863975761841
Kepler-319 d,Kepler-319,1,3,Transit,2014,31.781925,2.29,5.86,528.0,5526.0,0.903,0.933,503.436,0.0,92.76623577353138,54.04163361958198,0.0,36.70196734827834
Kepler-319 b,Kepler-319,1,3,Transit,2014,4.362705,1.63,3.29,1023.0,5526.0,0.903,0.933,503.436,30.0,92.0397494811777,80.0,0.0,50.50993737029442
Kepler-398 c,Kepler-398,1,3,Transit,2014,11.419412,1.01,1.01,536.0,4493.0,0.613,0.649,177.355,30.0,90.54465187396968,54.06244315070883,44.505248474885846,54.77808587489109
Kepler-399 b,Kepler-399,1,3,Transit,2014,14.425281,0.96,0.84,773.0,5502.0,0.68,0.902,740.537,30.0,96.00237481911422,64.82710775327321,35.185639534246576,56.5037805266585
Kepler-379 b,Kepler-379,1,2,Transit,2014,20.09838,1.66,3.39,775.0,6054.0,1.306,1.125,731.274,30.0,97.37104691609264,65.5409293523156,0.0,48.22799406710206
Kepler-198 b,Kepler-198,1,3,Transit,2014,17.790037,2.82,8.35,655.0,5574.0,0.94,0.995,495.358,0.0,96.77886856908862,59.74941571551894,0.0,39.13207107115189
Kepler-372 d,Kepler-372,1,3,Transit,2014,30.092568,1.69,3.5,660.0,6509.0,1.137,1.202,1493.95,40.0,94.71705280363135,60.18840594553751,0.0,48.72636468729222
Kepler-146 b,Kepler-146,1,2,Transit,2014,31.158799,3.71,13.3,639.0,5948.0,1.208,1.079,716.797,0.0,94.94087084867144,58.10978299552047,0.0,38.26266346104798
Kepler-250 b,Kepler-250,1,3,Transit,2014,4.148141,1.13,1.51,938.0,5160.0,0.805,0.806,760.585,30.0,93.07861743798992,80.0,21.14094309589042,56.05489013347008
Kepler-390 c,Kepler-390,2,2,Transit,2014,13.060022,0.79,0.418,630.0,5166.0,0.776,0.787,435.277,30.0,92.33189564055237,58.1831803927801,17.31342646575343,49.45712562477148
Kepler-373 c,Kepler-373,1,2,Transit,2014,16.725948,1.24,2.07,729.0,5787.0,0.845,0.981,1090.45,30.0,95.50245833676551,63.129941953374974,4.174735452054794,48.20178393554882
Kepler-326 b,Kepler-326,1,3,Transit,2014,2.248329,1.52,44.6,1127.0,5105.0,0.801,0.91,487.675,0.0,89.17876939538019,80.0,0.0,42.29469234884505
Kepler-325 c,Kepler-325,1,3,Transit,2014,12.762172,2.54,6.99,721.0,5752.0,1.003,0.914,823.242,0.0,97.79428209093741,62.97831945757375,0.0,40.19315038712779
Kepler-46 d,Kepler-46,1,3,Transit,2014,6.766589,1.64,3.33,845.0,5309.0,0.79,0.883,777.06,30.0,96.23138791465196,80.0,0.0,51.557846978662994
Kepler-142 c,Kepler-142,1,3,Transit,2014,4.761702,2.86,8.55,1201.0,5790.0,1.269,0.978,548.686,0.0,90.21951149676815,80.0,0.0,42.55487787419204
Kepler-374 d,Kepler-374,1,3,Transit,2014,5.028219,1.31,2.27,1272.0,5977.0,0.911,1.033,1265.61,30.0,85.60237891900977,80.0,1.113278273972604,49.178914298245594
Kepler-375 b,Kepler-375,1,2,Transit,2014,12.125934,1.45,2.7,851.0,5826.0,0.837,0.891,1238.81,30.0,95.73955394141304,80.0,0.0,51.434888485353255
Kepler-256 b,Kepler-256,1,4,Transit,2014,1.620493,1.59,3.15,1681.0,5551.0,1.301,1.037,1026.43,30.0,76.55035533323797,80.0,0.0,46.63758883330949
