pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,125.94,8.38,53.0,,4324.0,0.686355,0.7,20.2695
Kepler-76 b,Kepler-76,1,1,Orbital Brightness Modulation,2013,1.5449298,15.24424,638.8383,2140.0,6409.0,1.32,1.2,822.96
Kepler-91 b,Kepler-91,1,1,Transit,2013,6.24658,15.322703,257.4423,2040.0,4550.0,6.3,1.31,1294.69
Kepler-75 b,Kepler-75,1,1,Transit,2013,8.8849116,11.77,3209.9,767.0,5200.0,0.89,0.91,835.356
Kepler-1704 b,Kepler-1704,1,1,Transit,2013,988.88112,11.94877343,1322.16617312,253.8,5746.0,1.697,1.132,835.455
Kepler-62 e,Kepler-62,1,5,Transit,2013,122.3874,1.61,36.0,270.0,4925.0,0.64,0.69,300.874
Kepler-276 d,Kepler-276,1,3,Transit,2013,48.648,2.8,16.3,489.0,5693.0,1.03,1.1,1144.86
Kepler-114 c,Kepler-114,1,3,Transit,2013,8.041,1.6,2.8,507.0,4660.0,0.54,0.56,259.533
Kepler-77 b,Kepler-77,1,1,Transit,2013,3.57878087,10.761,136.661,1440.0,5520.0,0.99,0.95,639.411
Kepler-396 c,Kepler-396,1,2,Transit,2013,88.505,5.3,17.9,390.0,5656.0,1.06,0.85,223.757
Kepler-92 b,Kepler-92,1,3,Transit,2013,13.749,3.51,64.3,975.0,5883.0,1.7,1.21,477.992
HATS-3 b,HATS-3,1,1,Transit,2013,3.547851,15.48,340.382,1648.0,6351.0,1.404,1.209,411.211
POTS-1 b,POTS-1,1,1,Transit,2013,3.1606296,10.548,734.16,,4400.0,0.588,0.695,747.959
Kepler-350 d,Kepler-350,1,3,Transit,2013,26.136,2.8,14.9,782.0,6492.3,1.25,1.0,956.859
Kepler-238 f,Kepler-238,1,5,Transit,2013,50.447,2.0,13.5,568.0,5800.0,0.96,1.06,1798.75
WASP-65 b,WASP-65,1,1,Transit,2013,2.3114243,12.464,492.62,1480.0,5600.0,1.01,0.93,273.703
Kepler-87 b,Kepler-87,1,2,Transit,2013,114.73635,13.49,324.2,478.0,5600.0,1.82,1.1,1232.9
Kepler-145 c,Kepler-145,1,2,Transit,2013,42.882,4.32,79.4,709.0,6022.0,1.85,1.32,566.85
Kepler-328 b,Kepler-328,1,2,Transit,2013,34.921,2.3,28.5,602.0,6064.0,1.06,1.15,2213.19
KOI-94 b,KOI-94,2,4,Transit,2013,3.743208,1.71,10.5,1486.0,6182.0,1.52,1.277,477.052
KOI-94 c,KOI-94,2,4,Transit,2013,10.423648,4.32,15.6,1012.0,6182.0,1.52,1.277,477.052
HD 95086 b,HD 95086,1,1,Imaging,2013,,12.9,1589.0,1000.0,7595.0,1.48667,1.6,86.2279
KOI-351 e,KOI-351,1,8,Transit,2013,91.93913,2.66,7.56,450.0,6080.0,1.2,1.2,848.254
KOI-351 c,KOI-351,1,8,Transit,2013,8.719375,1.19,1.81,987.0,6080.0,1.2,1.2,848.254
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,Microlensing,2013,,13.0,1300.0,,,,0.56,3300.0
HD 13908 b,HD 13908,1,2,Radial Velocity,2013,19.382,13.9,274.91,,6255.0,1.67,1.29,79.5515
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2013,28.14,1.77,3.8,,3350.0,,0.33,7.24396
HD 13908 c,HD 13908,1,2,Radial Velocity,2013,931.0,12.8,1630.4,,6255.0,1.67,1.29,79.5515
HD 159243 b,HD 159243,1,2,Radial Velocity,2013,12.62,13.7,359.13,,6123.0,1.12,1.125,73.3055
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,39.026,1.45,2.7,,3350.0,,0.33,7.24396
HD 106906 b,HD 106906,1,1,Imaging,2013,,12.4,3496.0,1800.0,6516.0,2.12351,1.5,103.029
Kepler-282 d,Kepler-282,1,4,Transit,2013,24.806,2.46,61.0,588.0,5656.0,0.89,0.97,1337.61
Kepler-276 c,Kepler-276,1,3,Transit,2013,31.884,2.9,16.6,563.0,5693.0,1.03,1.1,1144.86
Kepler-305 b,Kepler-305,1,4,Transit,2013,5.487,3.6,10.5,836.0,5080.0,0.8,0.76,868.477
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,,11.209,7786.5,1600.0,3530.0,0.36645,0.4,33.8281
Kepler-63 b,Kepler-63,1,1,Transit,2013,9.4341505,6.11,120.0,791.0,5576.0,0.901,0.984,194.033
ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013,,12.5,2860.0,1975.0,3433.0,1.33658,1.0,143.59
HD 233604 b,HD 233604,1,1,Radial Velocity,2013,192.0,12.7,2089.644,,4791.0,10.9,1.5,847.058
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,4.20474,14.12,165.26,1600.0,5590.0,1.79,1.09,1045.18
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,4.86069,12.11,85.81,1330.0,6040.0,1.19,1.09,1103.48
91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,181.4,13.1,1017.0,,4665.0,11.0,1.4,44.0304
GJ 163 b,GJ 163,1,3,Radial Velocity,2013,8.63182,3.25,10.6,,3500.0,0.409738,0.4,15.1285
GJ 163 c,GJ 163,1,3,Radial Velocity,2013,25.63058,2.5,6.8,,3500.0,0.409738,0.4,15.1285
GJ 163 d,GJ 163,1,3,Radial Velocity,2013,603.95116,5.92,29.4,,3500.0,0.409738,0.4,15.1285
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,246.36,11.9,9057.77,,,,0.075,20.77
HIP 63242 b,HIP 63242,1,1,Radial Velocity,2013,124.6,12.5,2917.56,,4830.0,10.275655,1.54,156.456
HD 103774 b,HD 103774,2,1,Radial Velocity,2013,5.8881,13.3,116.0,,6489.0,1.581047,1.335,56.4089
HD 109271 b,HD 109271,1,2,Radial Velocity,2013,7.8543,4.31,17.162,,5783.0,1.294595,1.047,55.8716
Kepler-62 c,Kepler-62,1,5,Transit,2013,12.4417,0.54,4.0,578.0,4925.0,0.64,0.69,300.874
Kepler-62 b,Kepler-62,1,5,Transit,2013,5.714932,1.31,9.0,750.0,4925.0,0.64,0.69,300.874
Kepler-69 b,Kepler-69,1,2,Transit,2013,13.722341,2.24,5.65,779.0,5638.0,0.93,0.81,730.625
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,197.8,2.56,7.1,255.0,4956.0,0.716684,0.77,12.9363
WASP-63 b,WASP-63,1,1,Transit,2012,4.37808,15.80469,117.5971,1469.91,5550.0,1.86,1.28,290.684
HD 37605 c,HD 37605,1,2,Radial Velocity,2012,2720.0,13.1,1013.8777,,5329.0,0.91,0.94,46.7864
WASP-62 b,WASP-62,1,1,Transit,2012,4.41195,14.79588,165.2716,1475.3,6230.0,1.23,1.11,175.631
Kepler-79 c,Kepler-79,1,4,Transit,2012,27.4029,3.72,5.9,734.0,6174.0,1.302,1.165,1020.72
Kepler-79 b,Kepler-79,1,4,Transit,2012,13.4845,3.47,10.9,929.0,6174.0,1.302,1.165,1020.72
Kepler-60 c,Kepler-60,1,3,Transit,2012,8.9187,1.9,3.85,1023.0,5905.0,1.257,1.041,1025.1
HAT-P-39 b,HAT-P-39,2,1,Transit,2012,3.54387,17.609,190.372,1752.0,6430.0,1.625,1.404,697.004
Kepler-46 b,Kepler-46,1,3,Transit,2012,33.60134,9.057,1907.0,543.0,5155.0,0.938,0.902,777.06
Kepler-52 b,Kepler-52,1,3,Transit,2012,7.8773565,2.1,135.0,553.0,4075.0,0.52,0.54,321.542
Kepler-58 b,Kepler-58,1,4,Transit,2012,10.2184954,2.78,35.5,920.0,5843.0,1.03,0.95,969.252
HD 197037 b,HD 197037,2,1,Radial Velocity,2012,1035.7,13.9,251.0,,6150.0,1.105,1.11,33.1944
Kepler-81 c,Kepler-81,1,3,Transit,2012,12.04,2.37,4.3,502.0,4385.0,0.59,0.64,348.291
RR Cae b,RR Cae,2,1,Eclipse Timing Variations,2012,4343.5,13.0,1334.886,,3904.0,0.193119,0.44,21.1916
HAT-P-42 b,HAT-P-42,1,1,Transit,2012,4.641878,14.348,331.801,1428.0,5743.0,1.53,1.178,405.238
Kepler-56 c,Kepler-56,1,3,Transit,2012,21.40239,9.8,181.0,1087.0,4840.0,4.23,1.32,912.994
Kepler-56 b,Kepler-56,1,3,Transit,2012,10.5016,6.51,22.1,1378.0,4840.0,4.23,1.32,912.994
HD 220074 b,HD 220074,1,1,Radial Velocity,2012,672.09998,12.2,5288.6912,,3787.0,54.92,2.2,324.54
Kepler-65 d,Kepler-65,1,4,Transit,2012,8.13123,1.52,4.14,1117.0,6211.0,1.41,1.25,303.728
Kepler-65 c,Kepler-65,1,4,Transit,2012,5.859944,2.58,5.4,1246.0,6211.0,1.41,1.25,303.728
Kepler-38 b,Kepler-38,2,1,Transit,2012,105.599,4.3,122.0,475.0,5623.0,1.752,0.941,1174.59
Kepler-30 d,Kepler-30,1,3,Transit,2012,143.34394,8.8,23.1,308.0,5498.0,0.95,0.99,914.221
Kepler-50 c,Kepler-50,1,2,Transit,2012,9.37647,2.17,8.2,1125.0,6225.0,1.58,1.24,250.11
WTS-1 b,WTS-1,1,1,Transit,2012,3.352057,16.7,1274.44,1500.0,6250.0,1.15,1.2,2346.01
HD 66141 b,HD 66141,1,1,Radial Velocity,2012,480.5,12.8,1906.9,,4323.0,21.4,1.1,68.1509
HD 208527 b,HD 208527,1,1,Radial Velocity,2012,875.5,12.5,3146.4,,4035.0,51.1,1.6,312.202
MOA-bin-1L b,MOA-bin-1L,1,1,Microlensing,2012,,13.0,1200.0,,,,0.75,5100.0
Kepler-32 d,Kepler-32,1,5,Transit,2012,22.7802,2.7,39.9089,328.0,3900.0,0.53,0.58,323.847
WASP-59 b,WASP-59,1,1,Transit,2012,7.919585,8.687,274.276,670.0,4650.0,0.613,0.719,115.936
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,Microlensing,2012,,12.4,3500.0,,,,0.16,2800.0
Kepler-32 f,Kepler-32,1,5,Transit,2012,0.74296,0.82,969.228,1026.0,3900.0,0.53,0.58,323.847
KELT-1 b,KELT-1,1,1,Transit,2012,1.217514,12.442,8654.15,2361.0,6516.0,1.471,1.335,268.43
HATS-1 b,HATS-1,1,1,Transit,2012,3.446459,14.594,589.55,1359.0,5870.0,1.038,0.986,283.971
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,Microlensing,2012,,13.6,480.0,,5950.0,,0.67,2300.0
HD 166724 b,HD 166724,1,1,Radial Velocity,2012,5144.0,13.0,1207.7479466,,5127.0,0.797485,0.81,45.1342
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,578.2,13.0,1334.886,,4296.0,17.3,0.8,1322.51
HD 219415 b,HD 219415,1,1,Radial Velocity,2012,2093.3,13.8,317.83,,4820.0,2.9,1.0,165.184
HD 150706 b,HD 150706,1,1,Radial Velocity,2012,5894.0,13.3,772.32302901,,5961.0,0.96,1.17,28.2697
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,Microlensing,2012,,14.2,170.0,,,,0.26,2570.0
Kepler-46 c,Kepler-46,1,3,Transit Timing Variations,2012,57.011,13.5,119.499,455.0,5155.0,0.938,0.902,777.06
GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,3.3366496,4.57,13.9,593.5,3600.0,0.547,0.539,29.4214
Kepler-59 c,Kepler-59,1,2,Transit,2012,17.9801235,1.98,3.81,752.0,6074.0,0.94,1.04,1163.22
Kepler-58 c,Kepler-58,1,4,Transit,2012,15.5741568,2.86,53.0,799.0,5843.0,1.03,0.95,969.252
Kepler-51 c,Kepler-51,1,4,Transit,2012,85.312,9.0,4.0,439.0,6018.0,0.94,1.04,783.831
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2012,7.203,2.25,5.68,,3350.0,,0.33,7.24396
Kepler-59 b,Kepler-59,1,2,Transit,2012,11.8681707,1.1,4.1,864.0,6074.0,0.94,1.04,1163.22
Kepler-53 b,Kepler-53,1,3,Transit,2012,18.6489525,2.89,111.0,701.0,5858.0,0.89,0.98,1366.07
Kepler-52 c,Kepler-52,1,3,Transit,2012,16.3850021,1.84,45.4,433.0,4075.0,0.52,0.54,321.542
Kepler-55 b,Kepler-55,1,5,Transit,2012,27.9481449,2.43,43.0,400.0,4362.0,0.58,0.62,578.796
WASP-80 b,WASP-80,1,1,Transit,2012,3.06785234,11.197791,170.99254,825.0,4143.0,0.586,0.577,49.7876
HIP 57274 c,HIP 57274,1,3,Radial Velocity,2011,32.03,14.2,130.0,,4640.0,0.68,0.73,25.8618
HIP 57274 d,HIP 57274,1,3,Radial Velocity,2011,431.7,14.2,167.4,,4640.0,0.68,0.73,25.8618
WASP-39 b,WASP-39,1,1,Transit,2011,4.0552941,14.336311,89.31023,1166.0,5485.0,0.939,0.913,213.982
Kepler-43 b,Kepler-43,1,1,Transit,2011,3.0240949,13.663771,1026.5909,1620.0,6041.0,1.42,1.32,1005.84
KOI-13 b,KOI-13,3,1,Transit,2011,1.763588,16.948008,2949.4624,2550.0,7650.0,1.74,1.72,519.096
Qatar-2 b,Qatar-2,1,1,Transit,2011,1.33711647,14.056,792.635,1344.0,4645.0,0.776,0.743,181.374
Kepler-44 b,Kepler-44,1,1,Transit,2011,3.2467293,12.22,317.82,1544.0,5800.0,1.35,1.12,1188.0
Kepler-41 b,Kepler-41,1,1,Transit,2011,1.8555582,14.46,177.98,1790.0,5750.0,1.29,1.15,1093.08
Kepler-20 e,Kepler-20,2,6,Transit,2011,6.0984882,0.821,0.76,1004.0,5495.0,0.9164,0.929,282.563
HD 106270 b,HD 106270,1,1,Radial Velocity,2011,1888.0,12.4,3623.2438398,,5509.0,2.66,1.39,93.808
HD 204941 b,HD 204941,2,1,Radial Velocity,2011,1733.0,10.1,73.1009,,5026.0,0.78,0.58,28.7165
HD 7199 b,HD 7199,1,1,Radial Velocity,2011,615.0,,3639.13526015,,5371.0,0.97,0.77,36.1531
HIP 57274 b,HIP 57274,1,3,Radial Velocity,2011,8.1352,,3359.44626199,,4510.0,0.78,0.29,25.8618
Kepler-33 f,Kepler-33,1,5,Transit,2011,41.02902,4.46,9.6,691.0,5904.0,1.82,1.291,1209.16
Kepler-33 d,Kepler-33,1,5,Transit,2011,21.77596,5.35,3.91,853.0,5904.0,1.82,1.291,1209.16
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,10037.5,12.4,3337.1,370.0,580.5,,0.021,23.1
HAT-P-27 b,HAT-P-27,2,1,Transit,2011,3.039577,11.43,197.05,1091.99,5316.0,0.864673,0.916,199.173
KOI-55 b,KOI-55,1,2,Orbital Brightness Modulation,2011,0.240104,0.759,0.44,,27730.0,0.203,0.496,1231.02
KOI-55 c,KOI-55,1,2,Orbital Brightness Modulation,2011,0.342887,0.867,0.655,,27730.0,0.203,0.496,1231.02
WD 0806-661 b,WD 0806-661,1,1,Imaging,2011,,12.6,2542.627256,340.0,9552.0,,0.62,19.2444
Kepler-27 c,Kepler-27,1,3,Transit,2011,31.3309,4.9,4385.87,481.0,5400.0,0.59,0.65,1044.36
Kepler-27 b,Kepler-27,1,3,Transit,2011,15.3348,4.0,2895.31,610.0,5400.0,0.59,0.65,1044.36
Kepler-31 c,Kepler-31,1,3,Transit,2011,42.6318,5.3,1493.7,615.0,6340.0,1.22,1.21,1664.64
Kepler-32 c,Kepler-32,1,5,Transit,2011,8.7522,2.0,158.9,451.0,3900.0,0.53,0.58,323.847
Kepler-31 b,Kepler-31,1,3,Transit,2011,20.8613,5.5,36.7418,781.0,6340.0,1.22,1.21,1664.64
Kepler-16 b,Kepler-16,2,1,Transit,2011,228.776,8.4493,105.833,,4450.0,0.6489,0.6897,75.0852
Kepler-18 b,Kepler-18,1,3,Transit,2011,3.504725,2.0,6.9,1165.0,5345.0,1.108,0.972,433.047
Kepler-35 b,Kepler-35,2,1,Transit,2011,131.458,8.16,40.363,,5606.0,1.0284,0.8877,1819.17
Kepler-18 d,Kepler-18,1,3,Transit,2011,14.85888,6.98,16.4,720.0,5345.0,1.108,0.972,433.047
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,3.89713,14.46,352.78,2000.0,6090.0,1.65,1.21,790.663
HAT-P-37 b,HAT-P-37,1,1,Transit,2011,2.797436,13.204,371.528,1271.0,5500.0,0.877,0.929,390.594
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,3.6313,11.77,889.9,1660.0,5900.0,1.61,1.14,1060.97
Kepler-42 c,Kepler-42,1,3,Transit,2011,0.45328509,0.73,60.337,720.0,3068.0,0.17,0.13,40.0595
Kepler-33 c,Kepler-33,1,5,Transit,2011,13.17562,3.2,0.39,1009.0,5904.0,1.82,1.291,1209.16
Kepler-33 e,Kepler-33,1,5,Transit,2011,31.7844,4.02,5.57,752.0,5904.0,1.82,1.291,1209.16
Kepler-33 b,Kepler-33,1,5,Transit,2011,5.66793,1.74,3.68,1336.0,5904.0,1.82,1.291,1209.16
HD 192310 b,HD 192310,1,2,Radial Velocity,2011,74.72,4.27,16.9,355.0,5166.0,0.857922,0.8,8.79687
HAT-P-28 b,HAT-P-28,1,1,Transit,2011,3.257215,13.585,198.953,1384.0,5680.0,1.103,1.025,401.319
UZ For b,UZ For,2,2,Eclipse Timing Variations,2011,5840.0,,2002.2,,5286.9,,0.7,239.60387482
HIP 5158 c,HIP 5158,1,2,Radial Velocity,2011,9017.76,12.2,4780.1632,,4813.0,0.754089,0.78,51.6026
HU Aqr AB b,HU Aqr,2,2,Eclipse Timing Variations,2011,2390.0,12.8,1875.197,,5952.0,,0.88,192.19807871
UZ For c,UZ For,2,2,Eclipse Timing Variations,2011,1916.25,,2447.2,,5286.9,,0.7,239.60387482
HD 156279 b,HD 156279,1,2,Radial Velocity,2011,133.40355,12.5,2997.75753482,,5453.0,0.95,0.94,36.1945
HD 79498 b,HD 79498,2,1,Radial Velocity,2011,1807.0,13.6,425.8922,,5748.0,1.05,1.08,48.9489
WASP-43 b,WASP-43,1,1,Transit,2011,0.813475,10.424,565.714,1426.7,4400.0,0.6,0.58,86.7467
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,3.7681,11.43,772.29,1626.0,5740.0,1.59,1.04,1176.12
HD 132563 b,HD 132563,3,1,Radial Velocity,2011,1544.0,13.6,473.547,,6289.0,1.29577,1.231,105.155
HD 192310 c,HD 192310,1,2,Radial Velocity,2011,525.8,5.25,24.0,185.0,5166.0,0.857922,0.8,8.79687
HD 22781 b,HD 22781,1,1,Radial Velocity,2011,528.07,12.3,4338.2,,5027.0,0.743475,0.75,32.6034
Kepler-14 b,Kepler-14,2,1,Transit,2011,6.790123,12.733,2669.66,1605.0,6395.0,2.048,1.512,798.0
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,Microlensing,2011,2800.0,3.21,10.4,,,,0.56,3040.0
Kepler-15 b,Kepler-15,1,1,Transit,2011,4.942782,10.76,209.76,1251.0,5515.0,0.992,1.018,739.412
Kepler-17 b,Kepler-17,1,1,Transit,2011,1.4857108,14.68,778.65,1570.0,5781.0,1.01034,1.04,720.753
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,1.9000693,14.68,1102.82,1550.0,5440.0,1.0,0.95,764.889
HR 8799 e,HR 8799,1,4,Imaging,2010,20815.6,13.11453,3178.3,1150.0,7400.0,1.49338,1.51,41.2441
HD 177830 c,HD 177830,2,2,Radial Velocity,2010,110.9,7.87,47.6725,,4949.0,2.62,1.47,62.7674
HD 113538 b,HD 113538,1,2,Radial Velocity,2010,663.2,13.2,114.41,,4462.0,0.53,0.585,16.2817
HD 113538 c,HD 113538,1,2,Radial Velocity,2010,1818.0,13.8,295.57,,4462.0,0.53,0.585,16.2817
Kepler-8 b,Kepler-8,1,1,Transit,2010,3.5224991,15.871944,187.5197,1680.0,6213.0,1.486,1.213,1021.87
HD 1461 b,HD 1461,1,2,Radial Velocity,2010,5.77152,2.42,6.44,,5765.0,1.152288,1.02,23.4534
WASP-8 b,WASP-8,2,2,Transit,2010,8.15872,12.66617,807.2882,1059.0,5600.0,1.03,1.34,89.9606
HD 10180 c,HD 10180,1,6,Radial Velocity,2010,5.75969,,2741.58783878,,5911.0,1.109,1.06,38.9607
HD 10180 d,HD 10180,1,6,Radial Velocity,2010,16.357,,3295.88058059,,5911.0,1.109,1.06,38.9607
HD 10180 e,HD 10180,1,6,Radial Velocity,2010,49.748,5.39,25.1,,5911.0,1.109,1.06,38.9607
HD 10180 f,HD 10180,1,6,Radial Velocity,2010,122.744,5.24,23.9,,5911.0,1.109,1.06,38.9607
HD 10180 g,HD 10180,1,6,Radial Velocity,2010,604.67,,3375.33768234,,5911.0,1.109,1.06,38.9607
HD 10180 h,HD 10180,1,6,Radial Velocity,2010,2205.0,9.4,64.4,,5911.0,1.109,1.06,38.9607
WASP-29 b,WASP-29,1,1,Transit,2010,3.92273,8.63093,73.1009,970.0,4800.0,0.79,0.77,87.5953
NN Ser c,NN Ser,2,2,Eclipse Timing Variations,2010,5573.55,12.6,2329.6,,57000.0,,0.535,515.818
Kepler-11 f,Kepler-11,1,6,Transit,2010,46.6888,2.49,2.0,513.0,5663.0,1.065,0.961,646.346
Kepler-11 e,Kepler-11,1,6,Transit,2010,31.9996,4.19,8.0,582.0,5663.0,1.065,0.961,646.346
Kepler-11 g,Kepler-11,1,6,Transit,2010,118.3807,3.33,25.0,376.0,5663.0,1.065,0.961,646.346
Kepler-11 c,Kepler-11,1,6,Transit,2010,13.0241,2.87,2.9,786.0,5663.0,1.065,0.961,646.346
HAT-P-17 c,HAT-P-17,1,2,Radial Velocity,2010,5584.0,13.1,1080.6,,5336.96,0.838682,0.92,92.3831
alf Ari b,alf Ari,1,1,Radial Velocity,2010,380.8,13.4,572.07,,4553.0,13.9,1.5,20.21019
Ross 458 c,Ross 458,2,1,Imaging,2010,,14.01125,1906.98,,3965.42,0.562566,0.556419,11.5094
WASP-23 b,WASP-23,1,1,Transit,2010,2.9444256,10.783,280.95,1076.55,5150.0,0.765,0.78,207.49
Kepler-11 d,Kepler-11,1,6,Transit,2010,22.6845,3.12,7.3,653.0,5663.0,1.065,0.961,646.346
Kepler-11 b,Kepler-11,1,6,Transit,2010,10.3039,1.8,1.9,849.0,5663.0,1.065,0.961,646.346
Kepler-40 b,Kepler-40,1,1,Transit,2010,6.87349,13.11,699.2,1620.0,6510.0,2.13,1.48,2305.01
HD 102365 b,HD 102365,2,1,Radial Velocity,2010,122.1,4.14,16.0,,5630.0,0.95138,0.85,9.2894
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,Microlensing,2010,1980.0,13.2,830.0,,,,0.19,5690.0
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,,12.6,2383.6,,2936.0,0.231916,0.019,120.42398696
WASP-21 b,WASP-21,1,1,Transit,2010,4.322482,11.99,95.345,1340.0,5800.0,1.06,1.01,258.426
GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,2.64561,2.83,8.4,,3517.0,0.43,0.45,20.3779
HAT-P-16 b,HAT-P-16,3,1,Transit,2010,2.77596,14.448,1332.605,1626.0,6158.0,1.237,1.218,226.637
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,6.21229,6.39,69.92,870.0,5080.0,0.77,0.88,322.037
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,2.99433,16.03,740.51,1657.0,6440.0,1.37,1.27,655.037
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,2.828042,16.14,291.438,1442.0,5675.0,1.116,1.078,1126.37
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,4.03519,9.92,415.704,1700.0,5945.0,1.01,1.09,1148.93
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,1.51214,12.22,2415.4,1952.0,6035.0,1.21,1.13,1744.6
HAT-P-22 b,HAT-P-22,2,1,Transit,2010,3.21222,12.89035,785.0401,1463.0,5302.0,1.11,1.13,81.7647
GJ 876 e,GJ 876,1,4,Radial Velocity,2010,124.26,3.92,14.6,,3293.74,0.3,0.32,4.67517
HD 8535 b,HD 8535,2,1,Radial Velocity,2010,1313.0,14.0,216.1244,,6136.0,1.19,1.13,55.4401
HAT-P-18 b,HAT-P-18,1,1,Transit,2010,5.508023,11.153,62.61,852.0,4803.0,0.749,0.77,161.4
WASP-31 b,WASP-31,1,1,Transit,2010,3.4059096,17.363,151.916,1423.7,6302.0,1.252,1.163,383.829
24 Sex c,24 Sex,1,2,Radial Velocity,2010,883.0,13.9,273.32,,5098.0,4.9,1.54,72.0691
HIP 78530 b,HIP 78530,1,1,Imaging,2010,,12.0,7300.0,2700.0,10500.0,2.10876,2.5,136.759
WASP-19 b,WASP-19,1,1,Transit,2009,0.78883852,15.86070769,366.77398168,2113.0,5616.0,1.006,0.965,268.325
HD 90156 b,HD 90156,1,1,Radial Velocity,2009,49.77,4.43,17.98,,5599.0,0.920286,0.84,21.9496
Kepler-5 b,Kepler-5,1,1,Transit,2009,3.5484657,15.984034,670.93913,1750.0,6297.0,1.793,1.374,899.777
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,5.6,,2948.49413174,,4816.0,0.71,0.5,41.3342
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,237.6,12.5,104.0,,4746.0,0.71,0.74,41.3342
HD 125595 b,HD 125595,1,1,Radial Velocity,2009,9.6737,,3531.07360177,,4691.0,0.74,0.29,28.1989
HD 215497 b,HD 215497,1,2,Radial Velocity,2009,3.93404,,1588.82420659,,5110.0,0.85,0.67,40.5468
HD 215497 c,HD 215497,1,2,Radial Velocity,2009,566.0,13.0,111.23994245,,5113.0,0.85,0.92,40.5468
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,4.3123,,1188.99607059,910.0,4956.0,0.716684,0.77,12.9363
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,9.6184,,1868.51320475,696.0,4956.0,0.716684,0.77,12.9363
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,20.432,,1775.3894815,541.0,4956.0,0.716684,0.77,12.9363
HD 87883 b,HD 87883,1,1,Radial Velocity,2009,3006.0,12.7,2005.49724817,,4980.0,0.798557,0.8,18.2912
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,10220.0,12.7,1995.88832,,13500.0,0.0115,0.69,305.684
WASP-17 b,WASP-17,1,1,Transit,2009,3.73543,20.96083,247.9074,1755.0,6550.0,1.49,2.28,405.908
HD 190984 b,HD 190984,1,1,Radial Velocity,2009,4885.0,13.0,1137.82569706,,5988.0,1.53,0.91,148.187
HD 129445 b,HD 129445,1,1,Radial Velocity,2009,1840.0,13.3,797.74930157,,5646.0,1.175816,0.99,67.4386
47 UMa d,47 UMa,1,3,Radial Velocity,2009,14002.0,13.5,521.22,,5872.0,1.21334,1.06,13.7967
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,Microlensing,2009,,5.18,23.4,,,,0.21,7700.0
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,8.886593,13.068,940.74,1017.0,6090.0,1.025,1.05,645.294
61 Vir b,61 Vir,1,3,Radial Velocity,2009,4.215,2.11,5.1,,5577.0,0.963,0.942,8.50332
GJ 179 b,GJ 179,1,1,Radial Velocity,2009,2288.0,13.8,301.93698665,,3370.0,0.38,0.357,12.356
Kepler-4 b,Kepler-4,1,1,Transit,2009,3.21346,4.002,24.472,1650.0,5857.0,1.487,1.223,487.916
HD 9446 b,HD 9446,1,2,Radial Velocity,2009,30.052,14.0,222.472,,5793.0,1.0,1.0,50.3503
